UNITID,ADMCON1_2017,ADMCON2_2017,ADMCON3_2017,ADMCON4_2017,ADMCON5_2017,ADMCON6_2017,ADMCON7_2017,ADMCON8_2017,ADMCON9_2017,XAPPLCN_2017,APPLCN_2017,XAPPLCNM_2017,APPLCNM_2017,XAPPLCNW_2017,APPLCNW_2017,XADMSSN_2017,ADMSSN_2017,XADMSSNM_2017,ADMSSNM_2017,XADMSSNW_2017,ADMSSNW_2017,XENRLT_2017,ENRLT_2017,XENRLM_2017,ENRLM_2017,XENRLW_2017,ENRLW_2017,XENRLFT_2017,ENRLFT_2017,XENRLFTM_2017,ENRLFTM_2017,XENRLFTW_2017,ENRLFTW_2017,XENRLPT_2017,ENRLPT_2017,XENRLPTM_2017,ENRLPTM_2017,XENRLPTW_2017,ENRLPTW_2017,XSATNUM_2017,SATNUM_2017,XSATPCT_2017,SATPCT_2017,XACTNUM_2017,ACTNUM_2017,XACTPCT_2017,ACTPCT_2017,XSATVR25_2017,SATVR25_2017,XSATVR75_2017,SATVR75_2017,XSATMT25_2017,SATMT25_2017,XSATMT75_2017,SATMT75_2017,XACTCM25_2017,ACTCM25_2017,XACTCM75_2017,ACTCM75_2017,XACTEN25_2017,ACTEN25_2017,XACTEN75_2017,ACTEN75_2017,XACTMT25_2017,ACTMT25_2017,XACTMT75_2017,ACTMT75 _2017,ADMCON1_2015,ADMCON2_2015,ADMCON3_2015,ADMCON4_2015,ADMCON5_2015,ADMCON6_2015,ADMCON7_2015,ADMCON8_2015,ADMCON9_2015,XAPPLCN_2015,APPLCN_2015,XAPPLCNM_2015,APPLCNM_2015,XAPPLCNW_2015,APPLCNW_2015,XADMSSN_2015,ADMSSN_2015,XADMSSNM_2015,ADMSSNM_2015,XADMSSNW_2015,ADMSSNW_2015,XENRLT_2015,ENRLT_2015,XENRLM_2015,ENRLM_2015,XENRLW_2015,ENRLW_2015,XENRLFT_2015,ENRLFT_2015,XENRLFTM_2015,ENRLFTM_2015,XENRLFTW_2015,ENRLFTW_2015,XENRLPT_2015,ENRLPT_2015,XENRLPTM_2015,ENRLPTM_2015,XENRLPTW_2015,ENRLPTW_2015,XSATNUM_2015,SATNUM_2015,XSATPCT_2015,SATPCT_2015,XACTNUM_2015,ACTNUM_2015,XACTPCT_2015,ACTPCT_2015,XSATVR25_2015,SATVR25_2015,XSATVR75_2015,SATVR75_2015,XSATMT25_2015,SATMT25_2015,XSATMT75_2015,SATMT75_2015,XSATWR25_2015,SATWR25_2015,XSATWR75_2015,SATWR75_2015,XACTCM25_2015,ACTCM25_2015,XACTCM75_2015,ACTCM75_2015,XACTEN25_2015,ACTEN25_2015,XACTEN75_2015,ACTEN75_2015,XACTMT25_2015,ACTMT25_2015,XACTMT75_2015,ACTMT75_2015,XACTWR25_2015,ACTWR25_2015,XACTWR75_2015,ACTWR75 _2015,ADMCON1_2016,ADMCON2_2016,ADMCON3_2016,ADMCON4_2016,ADMCON5_2016,ADMCON6_2016,ADMCON7_2016,ADMCON8_2016,ADMCON9_2016,XAPPLCN_2016,APPLCN_2016,XAPPLCNM_2016,APPLCNM_2016,XAPPLCNW_2016,APPLCNW_2016,XADMSSN_2016,ADMSSN_2016,XADMSSNM_2016,ADMSSNM_2016,XADMSSNW_2016,ADMSSNW_2016,XENRLT_2016,ENRLT_2016,XENRLM_2016,ENRLM_2016,XENRLW_2016,ENRLW_2016,XENRLFT_2016,ENRLFT_2016,XENRLFTM_2016,ENRLFTM_2016,XENRLFTW_2016,ENRLFTW_2016,XENRLPT_2016,ENRLPT_2016,XENRLPTM_2016,ENRLPTM_2016,XENRLPTW_2016,ENRLPTW_2016,XSATNUM_2016,SATNUM_2016,XSATPCT_2016,SATPCT_2016,XACTNUM_2016,ACTNUM_2016,XACTPCT_2016,ACTPCT_2016,XSATVR25_2016,SATVR25_2016,XSATVR75_2016,SATVR75_2016,XSATMT25_2016,SATMT25_2016,XSATMT75_2016,SATMT75_2016,XACTCM25_2016,ACTCM25_2016,XACTCM75_2016,ACTCM75_2016,XACTEN25_2016,ACTEN25_2016,XACTEN75_2016,ACTEN75_2016,XACTMT25_2016,ACTMT25_2016,XACTMT75_2016,ACTMT75 _2016
202046,1,3,1,3,1,1,5,1,3,R,957,R,275,R,635,R,519,R,129,R,370,R,154,R,35,R,116,R,154,R,35,R,116,A,,A,,A,,R,50,R,32,R,121,R,79,R,520,R,660,R,490,R,610,R,20,R,26,R,20,R,26,R,18,R,25,1,2,1,3,1,1,1,1,4,R,738,R,310,R,428,R,479,R,195,R,284,R,168,R,68,R,100,R,168,R,68,R,100,R,0,R,0,R,0,R,62,R,37,R,112,R,67,R,480,R,620,R,480,R,580,R,450,R,600,R,20,R,27,R,20,R,26,R,17,R,26,A,,A,,1,2,1,3,1,1,1,1,3,R,864,R,308,R,520,R,523,R,171,R,325,R,157,R,53,R,96,R,157,R,53,R,96,A,,A,,A,,R,65,R,41,R,116,R,74,R,520,R,620,R,490,R,600,R,20,R,26,R,19,R,28,R,17,R,26
202073,2,2,1,2,1,1,2,1,3,R,490,R,244,R,246,R,211,R,104,R,107,R,58,R,36,R,22,R,58,R,36,R,22,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,2,1,2,1,1,2,1,3,R,442,R,227,R,215,R,207,R,109,R,98,R,66,R,35,R,31,R,66,R,35,R,31,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,2,1,2,1,1,2,1,3,R,483,R,237,R,246,R,234,R,112,R,122,R,60,R,34,R,26,R,60,R,34,R,26,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
202134,1,2,1,1,3,3,1,1,3,R,7537,R,3088,R,4449,R,6788,R,2743,R,4045,R,1960,R,875,R,1085,R,1926,R,862,R,1064,R,34,R,13,R,21,R,292,R,15,R,1762,R,90,R,500,R,600,R,490,R,610,R,19,R,25,R,17,R,25,R,18,R,25,1,2,1,1,4,3,1,1,3,R,7650,R,3193,R,4457,R,6735,R,2767,R,3968,R,1847,R,861,R,986,R,1804,R,837,R,967,R,43,R,24,R,19,R,309,R,17,R,1681,R,91,R,440,R,570,R,450,R,580,R,430,R,540,R,19,R,25,R,18,R,25,R,18,R,25,R,6,R,8,1,2,1,1,3,3,1,1,3,R,8528,R,3425,R,5103,R,7458,R,2963,R,4495,R,1890,R,864,R,1026,R,1851,R,840,R,1011,R,39,R,24,R,15,R,270,R,14,R,1761,R,93,R,450,R,580,R,440,R,580,R,19,R,25,R,18,R,25,R,18,R,25
202170,1,2,1,3,3,1,2,1,3,R,1104,R,301,R,732,R,774,R,195,R,554,R,255,R,60,R,195,R,254,R,60,R,194,R,1,R,0,R,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,3,3,1,2,2,1,3,R,727,R,217,R,479,R,557,R,166,R,378,R,245,R,67,R,174,R,243,R,67,R,172,R,2,R,0,R,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,3,1,1,2,1,3,R,668,R,191,R,421,R,505,R,139,R,346,R,245,R,76,R,163,R,245,R,76,R,163,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
202480,1,2,1,1,1,3,1,1,3,R,15942,R,8212,R,7730,R,11427,R,5746,R,5681,R,2226,R,1147,R,1079,R,2225,R,1146,R,1079,R,1,R,1,R,0,R,633,R,28,R,1916,R,85,R,550,R,650,R,550,R,660,R,24,R,29,R,23,R,30,R,24,R,28,1,2,1,1,1,3,1,1,3,R,16968,R,8849,R,8119,R,9760,R,4876,R,4884,R,2143,R,1103,R,1040,R,2138,R,1100,R,1038,R,5,R,3,R,2,R,682,R,32,R,1757,R,82,R,510,R,620,R,520,R,630,R,520,R,610,R,24,R,29,R,24,R,30,R,24,R,29,A,,A,,1,2,1,1,1,3,1,1,3,R,17477,R,8861,R,8616,R,10547,R,5211,R,5336,R,1845,R,946,R,899,R,1844,R,945,R,899,R,1,R,1,R,0,R,549,R,30,R,1549,R,84,R,500,R,610,R,520,R,630,R,24,R,29,R,24,R,30,R,23,R,28
202514,1,2,1,2,5,3,1,1,3,R,1257,R,731,R,526,R,710,R,388,R,322,R,151,R,99,R,52,R,150,R,99,R,51,R,1,R,0,R,1,R,21,R,14,R,136,R,90,R,360,R,490,R,340,R,470,R,18,R,22,R,15,R,22,R,17,R,23,1,2,1,2,3,3,1,1,3,R,1210,R,710,R,500,R,789,R,449,R,340,R,183,R,108,R,75,R,182,R,107,R,75,R,1,R,1,R,0,R,38,R,21,R,160,R,88,R,395,R,460,R,390,R,505,A,,A,,R,19,R,24,R,17,R,23,R,17,R,24,A,,A,,1,2,1,2,3,3,1,1,3,R,1100,R,674,R,426,R,640,R,364,R,276,R,138,R,80,R,58,R,136,R,80,R,56,R,2,R,0,R,2,R,21,R,15,R,128,R,94,R,400,R,540,R,390,R,470,R,18,R,23,R,16,R,22,R,17,R,24
202523,1,2,1,1,1,2,5,1,3,R,7540,R,3291,R,4249,R,2808,R,1203,R,1605,R,617,R,268,R,349,R,617,R,268,R,349,A,,A,,A,,R,218,R,35,R,250,R,41,R,600,R,690,R,600,R,690,R,28,R,31,R,28,R,34,R,26,R,30,1,2,1,1,1,2,2,1,3,R,6110,R,2763,R,3347,R,2926,R,1210,R,1716,R,632,R,291,R,341,R,632,R,291,R,341,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,1,1,2,5,1,3,R,6881,R,2977,R,3904,R,3001,R,1251,R,1750,R,640,R,293,R,347,R,640,R,293,R,347,A,,A,,A,,R,189,R,30,R,293,R,46,R,590,R,680,R,600,R,700,R,28,R,32,R,28,R,30,R,26,R,31
202763,1,2,1,2,1,3,1,2,3,R,3611,R,1107,R,2504,R,2711,R,807,R,1904,R,598,R,174,R,424,R,598,R,174,R,424,A,,A,,A,,R,71,R,12,R,581,R,88,R,490,R,590,R,490,R,620,R,21,R,27,R,20,R,27,R,21,R,27,1,2,1,2,1,3,1,2,3,R,3106,R,1087,R,2019,R,2357,R,824,R,1533,R,715,R,224,R,491,R,715,R,224,R,491,A,,A,,A,,R,36,R,5,R,679,R,95,R,470,R,560,R,470,R,480,R,470,R,480,R,20,R,25,R,20,R,25,R,20,R,25,A,,A,,1,2,1,2,1,3,1,2,3,R,2976,R,894,R,2082,R,2172,R,642,R,1530,R,544,R,161,R,383,R,544,R,161,R,383,A,,A,,A,,R,27,R,5,R,517,R,95,R,470,R,560,R,470,R,480,R,20,R,25,R,20,R,25,R,20,R,25
202912,1,3,1,3,3,3,1,1,3,R,56,R,6,R,50,R,25,R,5,R,20,R,24,R,4,R,20,R,7,R,1,R,6,R,17,R,3,R,14,R,0,R,0,R,24,R,100,A,,A,,A,,A,,R,18,R,24,R,18,R,22,R,17,R,24,1,3,1,3,3,3,1,1,3,R,83,R,23,R,60,R,64,R,19,R,45,R,22,R,1,R,21,R,18,R,1,R,17,R,4,R,0,R,4,R,0,R,0,R,20,R,91,A,,A,,A,,A,,A,,A,,R,18,R,24,R,17,R,22,R,17,R,24,A,,A,,1,3,1,3,3,3,1,1,3,R,58,R,8,R,50,R,41,R,7,R,34,R,20,R,3,R,17,R,16,R,0,R,16,R,4,R,3,R,1,R,1,R,5,R,19,R,95,A,,A,,A,,A,,R,19,R,23,R,17,R,24,R,17,R,24
202985,3,3,3,3,3,3,3,3,1,R,20,R,5,R,15,R,11,R,1,R,10,R,11,R,1,R,10,R,11,R,1,R,10,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,3,3,3,3,3,3,1,R,3,R,0,R,3,R,2,A,,R,2,R,2,A,,R,2,R,2,A,,R,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,3,3,3,3,3,3,1,R,6,R,1,R,5,R,2,R,0,R,2,R,2,A,,R,2,R,2,A,,R,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
203030,3,3,1,3,3,1,3,3,1,R,23,R,5,R,18,R,19,R,2,R,17,R,13,R,2,R,11,R,11,R,1,R,10,R,2,R,1,R,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,1,3,3,1,R,24,R,2,R,22,R,20,R,2,R,18,R,14,R,2,R,12,R,10,R,2,R,8,R,4,R,0,R,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,1,3,3,1,R,10,R,5,R,5,R,10,R,5,R,5,R,10,R,5,R,5,R,7,R,2,R,5,R,3,R,3,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
203085,1,3,1,2,1,3,1,2,3,R,1721,R,1065,R,650,R,1309,R,782,R,521,R,320,R,187,R,132,R,320,R,187,R,132,R,0,R,0,R,0,R,68,R,21,R,281,R,88,R,460,R,560,R,460,R,560,R,19,R,25,R,17,R,24,R,18,R,25,1,3,1,2,1,3,1,2,3,R,1147,R,709,R,438,R,905,R,531,R,374,R,274,R,160,R,114,R,274,R,160,R,114,R,0,R,0,R,0,R,35,R,13,R,259,R,95,R,460,R,580,R,490,R,580,A,,A,,R,19,R,25,R,18,R,25,R,19,R,25,A,,A,,1,3,1,2,1,3,1,2,3,R,1663,R,958,R,701,R,1319,R,733,R,582,R,371,R,198,R,173,R,371,R,198,R,173,R,0,R,0,R,0,R,40,R,11,R,350,R,94,R,420,R,530,R,430,R,550,R,19,R,25,R,17,R,24,R,18,R,25
203128,1,2,1,2,5,3,1,5,3,R,2761,R,1779,R,982,R,1754,R,1046,R,708,R,258,R,132,R,126,R,258,R,132,R,126,R,0,R,0,R,0,R,55,R,21,R,175,R,68,R,480,R,610,R,460,R,590,R,18,R,24,R,17,R,24,R,17,R,24,1,2,1,2,1,3,1,1,3,R,1864,R,1167,R,697,R,1074,R,623,R,451,R,161,R,90,R,71,R,160,R,90,R,70,R,1,R,0,R,1,R,42,R,26,R,136,R,85,R,450,R,590,R,430,R,578,R,433,R,575,R,20,R,27,R,19,R,26,R,19,R,25,A,,A,,1,2,1,2,1,3,5,1,3,R,2521,R,1633,R,888,R,1366,R,793,R,573,R,207,R,112,R,95,R,207,R,112,R,95,R,0,R,0,R,0,R,38,R,18,R,180,R,87,R,430,R,520,R,433,R,525,R,19,R,25,R,17,R,24,R,18,R,25
203368,1,5,1,2,1,5,1,5,3,R,3840,R,1998,R,1842,R,3265,R,1643,R,1622,R,753,R,389,R,364,R,751,R,389,R,362,R,2,R,0,R,2,R,267,R,35,R,625,R,83,R,510,R,570,R,490,R,570,R,22,R,27,R,21,R,28,R,21,R,27,1,3,1,2,1,3,1,2,3,R,4087,R,1964,R,2123,R,3352,R,1673,R,1679,R,761,R,378,R,383,R,759,R,377,R,382,R,2,R,1,R,1,R,308,R,40,R,633,R,83,R,490,R,590,R,500,R,600,R,480,R,590,R,22,R,28,R,21,R,28,R,21,R,27,R,7,R,8,1,3,1,2,1,3,1,2,3,R,3857,R,2022,R,1835,R,3201,R,1637,R,1564,R,715,R,383,R,332,R,715,R,383,R,332,R,0,R,0,R,0,R,265,R,37,R,601,R,84,R,490,R,590,R,500,R,610,R,22,R,27,R,21,R,28,R,21,R,27
203386,3,3,2,2,3,1,3,2,1,R,211,R,24,R,187,R,116,R,15,R,101,R,84,R,13,R,70,R,84,R,13,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,3,2,2,3,1,3,2,1,R,236,R,18,R,218,R,101,R,8,R,93,R,59,R,6,R,53,R,59,R,6,R,53,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,3,2,2,3,1,3,2,1,R,160,R,17,R,143,R,83,R,10,R,73,R,67,R,7,R,60,R,67,R,7,R,60,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
203517,1,3,1,2,3,3,1,2,3,R,15538,R,5628,R,9910,R,13598,R,4792,R,8806,R,4292,R,1546,R,2746,R,4235,R,1519,R,2716,R,57,R,27,R,30,R,880,R,20,R,3743,R,87,R,530,R,620,R,510,R,600,R,21,R,25,R,20,R,25,R,19,R,26,1,3,1,2,3,3,1,2,3,R,15772,R,5784,R,9988,R,13369,R,4752,R,8617,R,4334,R,1504,R,2830,R,4191,R,1435,R,2756,R,143,R,69,R,74,R,955,R,22,R,3724,R,86,R,480,R,580,R,470,R,580,R,460,R,560,R,21,R,25,R,20,R,25,R,19,R,25,R,6,R,8,1,3,1,2,3,3,1,2,3,R,16145,R,5680,R,10465,R,13782,R,4754,R,9028,R,4357,R,1478,R,2879,R,4249,R,1434,R,2815,R,108,R,44,R,64,R,938,R,22,R,3818,R,88,R,470,R,580,R,480,R,580,R,21,R,25,R,19,R,25,R,6,R,8
203535,1,5,1,1,1,3,1,2,3,R,5603,R,2449,R,3154,R,1896,R,783,R,1113,R,453,R,198,R,255,R,453,R,198,R,255,A,,A,,A,,R,202,R,45,R,308,R,68,R,640,R,730,R,623,R,730,R,29,R,33,R,29,R,35,R,26,R,31,1,3,1,1,1,3,1,2,3,R,6644,R,2635,R,4009,R,1703,R,730,R,973,R,492,R,217,R,275,R,492,R,217,R,275,R,0,R,0,R,0,R,290,R,59,R,276,R,56,R,630,R,730,R,610,R,690,R,620,R,720,R,28,R,32,R,30,R,34,R,26,R,31,R,8,R,10,1,5,1,1,1,3,1,2,3,R,6403,R,3723,R,2680,R,1702,R,708,R,994,R,487,R,215,R,272,R,487,R,215,R,272,A,,A,,A,,R,256,R,53,R,284,R,58,R,620,R,730,R,610,R,710,R,29,R,33,R,30,R,35,R,27,R,32
203544,1,3,1,2,3,3,1,1,3,R,268,R,39,R,229,R,76,R,7,R,69,R,45,R,2,R,43,R,37,R,1,R,36,R,8,R,1,R,7,R,4,R,9,R,42,R,93,R,250,R,750,R,450,R,680,R,21,R,25,R,20,R,24,R,20,R,26,1,2,3,3,2,3,2,1,3,R,68,R,8,R,60,R,68,R,8,R,60,R,56,R,8,R,48,R,51,R,8,R,43,R,5,R,0,R,5,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,3,3,2,3,2,1,3,R,252,R,32,R,220,R,250,R,32,R,218,R,50,R,5,R,45,R,41,R,4,R,37,R,9,R,1,R,8,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
203580,1,2,1,2,5,2,5,1,3,R,1651,R,805,R,846,R,998,R,468,R,530,R,219,R,121,R,98,R,219,R,121,R,98,A,,A,,A,,R,82,R,38,R,150,R,67,R,450,R,565,R,465,R,560,R,18,R,23,R,16,R,23,R,17,R,24,1,2,1,2,1,2,1,1,3,R,1712,R,888,R,824,R,964,R,483,R,481,R,214,R,123,R,91,R,214,R,123,R,91,A,,A,,A,,R,39,R,18,R,190,R,89,R,440,R,540,R,450,R,540,R,425,R,520,R,19,R,23,R,18,R,24,R,17,R,22,A,,A,,1,2,1,2,5,2,5,1,3,R,1485,R,797,R,688,R,937,R,480,R,457,R,219,R,136,R,83,R,219,R,136,R,83,A,,A,,A,,R,45,R,21,R,187,R,85,R,420,R,510,R,420,R,510,R,18,R,22,R,16,R,22,R,17,R,23
203757,1,3,1,2,3,3,1,1,3,R,991,R,397,R,594,R,958,R,388,R,570,R,213,R,87,R,126,R,210,R,86,R,124,R,3,R,1,R,2,R,62,R,29,R,159,R,75,R,470,R,600,R,460,R,560,R,18,R,24,R,17,R,24,R,17,R,24,1,3,1,2,3,3,1,1,3,R,692,R,202,R,490,R,479,R,139,R,340,R,151,R,51,R,100,R,148,R,51,R,97,R,3,R,0,R,3,R,16,R,11,R,138,R,91,R,370,R,510,R,430,R,530,R,350,R,520,R,18,R,24,R,15,R,19,R,16,R,19,R,6,R,8,1,3,1,2,3,3,1,1,3,R,919,R,412,R,507,R,821,R,351,R,470,R,213,R,114,R,99,R,212,R,114,R,98,R,1,R,0,R,1,R,28,R,14,R,185,R,86,R,410,R,530,R,450,R,570,R,18,R,24,R,17,R,24,R,17,R,23
203775,1,2,1,1,3,3,1,1,3,R,1864,R,961,R,903,R,1230,R,602,R,628,R,338,R,161,R,177,R,335,R,159,R,176,R,3,R,2,R,1,R,37,R,11,R,305,R,90,R,490,R,580,R,490,R,560,R,19,R,24,R,18,R,24,R,18,R,25,1,2,1,1,3,3,1,1,3,R,1168,R,509,R,659,R,804,R,339,R,465,R,245,R,105,R,140,R,243,R,104,R,139,R,2,R,1,R,1,R,32,R,13,R,230,R,94,R,478,R,563,R,458,R,550,A,,A,,R,19,R,25,R,19,R,26,R,18,R,25,A,,A,,1,2,1,1,3,3,1,1,3,R,1762,R,895,R,867,R,1283,R,598,R,685,R,311,R,150,R,161,R,309,R,149,R,160,R,2,R,1,R,1,R,53,R,17,R,287,R,92,R,430,R,530,R,400,R,530,R,19,R,25,R,17,R,25,R,18,R,25
203845,1,2,1,1,1,2,1,1,3,R,1644,R,1013,R,631,R,1102,R,660,R,442,R,272,R,171,R,101,R,272,R,171,R,101,A,,A,,A,,R,55,R,20,R,210,R,77,R,475,R,615,R,485,R,600,R,20,R,25,R,19,R,24,R,19,R,25,1,2,1,1,1,2,1,1,3,R,2863,R,1844,R,1019,R,2062,R,1270,R,792,R,284,R,192,R,92,R,283,R,191,R,92,R,1,R,1,R,0,R,81,R,29,R,215,R,76,R,480,R,600,R,470,R,620,A,,A,,R,21,R,27,R,20,R,27,R,20,R,28,A,,A,,1,2,1,1,1,2,1,1,3,R,2700,R,1663,R,1037,R,1658,R,987,R,671,R,245,R,155,R,90,R,245,R,155,R,90,R,0,R,0,R,0,R,61,R,25,R,186,R,76,R,460,R,600,R,490,R,630,R,21,R,26,R,19,R,26,R,20,R,27
203960,1,2,1,1,3,3,2,3,3,R,221,R,43,R,178,R,127,R,26,R,101,R,66,R,16,R,50,R,58,R,14,R,44,R,8,R,2,R,6,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,2,1,3,3,2,1,3,R,251,R,39,R,212,R,132,R,18,R,114,R,67,R,7,R,60,R,50,R,6,R,44,R,17,R,1,R,16,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,2,1,3,3,2,1,3,R,245,R,35,R,210,R,141,R,23,R,118,R,62,R,9,R,53,R,46,R,8,R,38,R,16,R,1,R,15,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
204024,1,1,1,1,2,3,1,1,3,R,30255,R,14968,R,15287,R,20635,R,10005,R,10630,R,3822,R,1908,R,1914,R,3817,R,1905,R,1912,R,5,R,3,R,2,R,864,R,23,R,3266,R,85,R,580,R,670,R,610,R,710,R,26,R,31,R,25,R,32,R,25,R,30,1,1,1,1,2,3,1,1,3,R,27454,R,13533,R,13921,R,17980,R,8750,R,9230,R,3811,R,1870,R,1941,R,3806,R,1867,R,1939,R,5,R,3,R,2,R,948,R,25,R,3200,R,84,R,550,R,650,R,590,R,690,A,,A,,R,26,R,30,R,26,R,32,R,25,R,30,A,,A,,1,1,1,1,2,3,1,1,3,R,29771,R,14304,R,15467,R,19463,R,8956,R,10507,R,3799,R,1822,R,1977,R,3798,R,1821,R,1977,R,1,R,1,R,0,R,839,R,22,R,3279,R,86,R,540,R,660,R,590,R,690,R,26,R,31,R,26,R,32,R,25,R,30
204176,1,2,1,1,3,3,1,1,3,R,148,R,8,R,140,R,147,R,8,R,139,R,95,R,6,R,89,R,75,R,3,R,72,R,20,R,3,R,17,Z,0,Z,0,R,88,R,93,A,,A,,A,,A,,R,19,R,23,R,19,R,23,R,18,R,23,1,2,1,1,3,3,1,1,3,R,175,R,15,R,160,R,143,R,9,R,134,R,95,R,4,R,91,R,88,R,3,R,85,R,7,R,1,R,6,R,0,R,0,R,94,R,99,A,,A,,A,,A,,A,,A,,R,19,R,23,R,19,R,24,R,19,R,24,A,,A,,1,2,1,1,3,3,1,1,3,R,195,R,14,R,181,R,154,R,9,R,145,R,129,R,9,R,120,R,105,R,5,R,100,R,24,R,4,R,20,Z,0,Z,0,R,111,R,86,A,,A,,A,,A,,R,19,R,23,R,19,R,23,R,18,R,24
204185,1,1,1,1,1,3,1,1,3,R,2020,R,1075,R,945,R,1638,R,812,R,826,R,539,R,279,R,260,R,538,R,279,R,259,R,1,R,0,R,1,R,58,R,11,R,485,R,90,R,490,R,610,R,490,R,590,R,20,R,25,R,19,R,25,R,19,R,26,1,1,1,1,1,3,1,1,3,R,2289,R,1337,R,952,R,1717,R,933,R,784,R,539,R,288,R,251,R,539,R,288,R,251,R,0,R,0,R,0,R,93,R,17,R,497,R,92,R,460,R,540,R,440,R,590,A,,A,,R,21,R,26,R,20,R,25,R,20,R,26,A,,A,,1,1,1,1,1,3,1,1,3,R,2525,R,1480,R,1045,R,1944,R,1067,R,877,R,642,R,362,R,280,R,642,R,362,R,280,A,,A,,A,,R,138,R,21,R,567,R,88,R,430,R,540,R,460,R,570,R,20,R,26,R,19,R,25,R,19,R,26
204194,1,2,1,2,1,3,1,1,3,R,1191,R,444,R,747,R,914,R,332,R,582,R,334,R,124,R,210,R,330,R,123,R,207,R,4,R,1,R,3,R,19,R,6,R,311,R,94,R,490,R,570,R,470,R,560,R,19,R,25,R,18,R,25,R,18,R,25,1,2,1,2,1,3,1,1,3,R,1059,R,397,R,662,R,822,R,312,R,510,R,358,R,147,R,211,R,356,R,146,R,210,R,2,R,1,R,1,R,37,R,10,R,340,R,95,R,450,R,550,R,460,R,580,A,,A,,R,20,R,25,R,19,R,26,R,19,R,26,A,,A,,1,2,1,2,1,3,1,1,3,R,1276,R,487,R,789,R,947,R,364,R,583,R,452,R,158,R,293,R,451,R,158,R,293,R,1,R,0,R,0,R,37,R,10,R,314,R,87,R,460,R,600,R,460,R,580,R,20,R,25,R,19,R,26,R,18,R,25
204200,1,3,1,1,3,3,1,1,3,R,983,R,506,R,477,R,720,R,416,R,304,R,277,R,127,R,150,R,276,R,127,R,149,R,1,R,0,R,1,R,70,R,25,R,257,R,93,R,490,R,578,R,490,R,578,R,20,R,24,R,19,R,24,R,18,R,24,1,3,1,1,3,3,3,1,3,R,2187,R,1617,R,570,R,330,R,180,R,150,R,330,R,180,R,150,R,325,R,178,R,147,R,5,R,2,R,3,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,1,3,3,1,1,3,R,1029,R,506,R,523,R,906,R,417,R,489,R,249,R,118,R,131,R,242,R,116,R,126,R,7,R,2,R,5,R,54,R,22,R,225,R,90,R,440,R,560,R,450,R,580,R,19,R,24,R,17,R,24,R,17,R,24
