UNITID,ADMCON1_2017,ADMCON2_2017,ADMCON3_2017,ADMCON4_2017,ADMCON5_2017,ADMCON6_2017,ADMCON7_2017,ADMCON8_2017,ADMCON9_2017,XAPPLCN_2017,APPLCN_2017,XAPPLCNM_2017,APPLCNM_2017,XAPPLCNW_2017,APPLCNW_2017,XADMSSN_2017,ADMSSN_2017,XADMSSNM_2017,ADMSSNM_2017,XADMSSNW_2017,ADMSSNW_2017,XENRLT_2017,ENRLT_2017,XENRLM_2017,ENRLM_2017,XENRLW_2017,ENRLW_2017,XENRLFT_2017,ENRLFT_2017,XENRLFTM_2017,ENRLFTM_2017,XENRLFTW_2017,ENRLFTW_2017,XENRLPT_2017,ENRLPT_2017,XENRLPTM_2017,ENRLPTM_2017,XENRLPTW_2017,ENRLPTW_2017,XSATNUM_2017,SATNUM_2017,XSATPCT_2017,SATPCT_2017,XACTNUM_2017,ACTNUM_2017,XACTPCT_2017,ACTPCT_2017,XSATVR25_2017,SATVR25_2017,XSATVR75_2017,SATVR75_2017,XSATMT25_2017,SATMT25_2017,XSATMT75_2017,SATMT75_2017,XACTCM25_2017,ACTCM25_2017,XACTCM75_2017,ACTCM75_2017,XACTEN25_2017,ACTEN25_2017,XACTEN75_2017,ACTEN75_2017,XACTMT25_2017,ACTMT25_2017,XACTMT75_2017,ACTMT75 _2017,ADMCON1_2015,ADMCON2_2015,ADMCON3_2015,ADMCON4_2015,ADMCON5_2015,ADMCON6_2015,ADMCON7_2015,ADMCON8_2015,ADMCON9_2015,XAPPLCN_2015,APPLCN_2015,XAPPLCNM_2015,APPLCNM_2015,XAPPLCNW_2015,APPLCNW_2015,XADMSSN_2015,ADMSSN_2015,XADMSSNM_2015,ADMSSNM_2015,XADMSSNW_2015,ADMSSNW_2015,XENRLT_2015,ENRLT_2015,XENRLM_2015,ENRLM_2015,XENRLW_2015,ENRLW_2015,XENRLFT_2015,ENRLFT_2015,XENRLFTM_2015,ENRLFTM_2015,XENRLFTW_2015,ENRLFTW_2015,XENRLPT_2015,ENRLPT_2015,XENRLPTM_2015,ENRLPTM_2015,XENRLPTW_2015,ENRLPTW_2015,XSATNUM_2015,SATNUM_2015,XSATPCT_2015,SATPCT_2015,XACTNUM_2015,ACTNUM_2015,XACTPCT_2015,ACTPCT_2015,XSATVR25_2015,SATVR25_2015,XSATVR75_2015,SATVR75_2015,XSATMT25_2015,SATMT25_2015,XSATMT75_2015,SATMT75_2015,XSATWR25_2015,SATWR25_2015,XSATWR75_2015,SATWR75_2015,XACTCM25_2015,ACTCM25_2015,XACTCM75_2015,ACTCM75_2015,XACTEN25_2015,ACTEN25_2015,XACTEN75_2015,ACTEN75_2015,XACTMT25_2015,ACTMT25_2015,XACTMT75_2015,ACTMT75_2015,XACTWR25_2015,ACTWR25_2015,XACTWR75_2015,ACTWR75 _2015,ADMCON1_2016,ADMCON2_2016,ADMCON3_2016,ADMCON4_2016,ADMCON5_2016,ADMCON6_2016,ADMCON7_2016,ADMCON8_2016,ADMCON9_2016,XAPPLCN_2016,APPLCN_2016,XAPPLCNM_2016,APPLCNM_2016,XAPPLCNW_2016,APPLCNW_2016,XADMSSN_2016,ADMSSN_2016,XADMSSNM_2016,ADMSSNM_2016,XADMSSNW_2016,ADMSSNW_2016,XENRLT_2016,ENRLT_2016,XENRLM_2016,ENRLM_2016,XENRLW_2016,ENRLW_2016,XENRLFT_2016,ENRLFT_2016,XENRLFTM_2016,ENRLFTM_2016,XENRLFTW_2016,ENRLFTW_2016,XENRLPT_2016,ENRLPT_2016,XENRLPTM_2016,ENRLPTM_2016,XENRLPTW_2016,ENRLPTW_2016,XSATNUM_2016,SATNUM_2016,XSATPCT_2016,SATPCT_2016,XACTNUM_2016,ACTNUM_2016,XACTPCT_2016,ACTPCT_2016,XSATVR25_2016,SATVR25_2016,XSATVR75_2016,SATVR75_2016,XSATMT25_2016,SATMT25_2016,XSATMT75_2016,SATMT75_2016,XACTCM25_2016,ACTCM25_2016,XACTCM75_2016,ACTCM75_2016,XACTEN25_2016,ACTEN25_2016,XACTEN75_2016,ACTEN75_2016,XACTMT25_2016,ACTMT25_2016,XACTMT75_2016,ACTMT75 _2016
157535,1,3,1,5,3,3,1,1,3,R,2299,R,1148,R,1151,R,2299,R,1148,R,1151,R,279,R,151,R,128,R,279,R,151,R,128,R,0,R,0,R,0,R,25,R,9,R,249,R,89,R,440,R,520,R,440,R,540,R,18,R,23,R,16,R,23,R,17,R,24,2,3,1,3,3,3,1,1,3,R,2408,R,1090,R,1318,R,2408,R,1090,R,1318,R,314,R,160,R,154,R,314,R,160,R,154,R,0,R,0,R,0,R,17,R,5,R,298,R,95,R,410,R,460,R,400,R,470,A,,A,,R,18,R,23,R,16,R,23,R,16,R,23,A,,A,,2,3,1,3,3,3,1,1,3,R,2437,R,1194,R,1243,R,2437,R,1194,R,1243,R,329,R,178,R,151,R,328,R,178,R,150,R,1,R,0,R,1,R,24,R,7,R,305,R,93,R,410,R,490,R,380,R,510,R,17,R,22,R,16,R,22,R,16,R,21
157748,1,3,1,3,1,3,1,1,3,R,265,R,152,R,113,R,207,R,118,R,89,R,139,R,81,R,58,R,115,R,63,R,52,R,24,R,18,R,6,R,29,R,21,R,72,R,52,R,485,R,675,R,460,R,590,R,19,R,25,R,18,R,25,R,16,R,24,1,3,1,3,1,3,1,1,3,R,531,R,305,R,226,R,208,R,113,R,95,R,153,R,82,R,71,R,127,R,69,R,58,R,26,R,13,R,13,R,38,R,24,R,95,R,60,R,480,R,590,R,420,R,570,A,,A,,R,20,R,26,R,20,R,27,R,16,R,24,A,,A,,1,3,1,3,1,3,1,1,3,R,262,R,158,R,104,R,261,R,157,R,104,R,149,R,93,R,56,R,133,R,82,R,51,R,16,R,11,R,5,R,36,R,24,R,94,R,63,R,468,R,580,R,428,R,533,R,18,R,26,R,18,R,27,R,17,R,24
157757,1,2,1,2,3,2,1,1,3,R,934,R,305,R,629,R,551,R,183,R,358,R,171,R,63,R,108,R,164,R,61,R,103,R,7,R,2,R,5,R,17,R,10,R,154,R,90,R,490,R,585,R,490,R,540,R,18,R,23,R,17,R,23,R,17,R,23,1,2,1,2,3,2,1,1,3,R,1469,R,399,R,1007,R,736,R,236,R,491,R,196,R,67,R,129,R,179,R,64,R,115,R,17,R,3,R,14,R,16,R,8,R,192,R,98,A,,A,,R,480,R,600,A,,A,,R,18,R,23,R,17,R,24,R,17,R,23,A,,A,,1,2,1,2,3,2,1,1,3,R,994,R,278,R,712,R,500,R,145,R,335,R,168,R,55,R,113,R,151,R,50,R,101,R,17,R,5,R,12,R,14,R,8,R,154,R,92,R,450,R,548,R,433,R,558,R,18,R,23,R,17,R,24,R,16,R,23
157809,1,2,1,1,3,3,1,1,3,R,2416,R,1129,R,1280,R,2204,R,1005,R,1192,R,351,R,189,R,162,R,349,R,189,R,160,R,2,R,0,R,2,R,32,R,9,R,340,R,97,R,450,R,580,R,460,R,580,R,19,R,24,R,18,R,24,R,17,R,24,1,2,1,1,3,3,1,1,3,R,1531,R,745,R,773,R,1352,R,650,R,691,R,276,R,146,R,130,R,276,R,146,R,130,R,0,R,0,R,0,R,35,R,13,R,259,R,94,R,400,R,490,R,420,R,510,A,,A,,R,20,R,24,R,19,R,24,R,19,R,25,A,,A,,1,2,1,1,3,3,1,1,3,R,2401,R,1117,R,1276,R,2139,R,964,R,1169,R,414,R,231,R,183,R,414,R,231,R,183,R,0,R,0,R,0,R,46,R,11,R,399,R,96,R,430,R,560,R,440,R,570,R,20,R,24,R,19,R,25,R,18,R,25
157818,1,2,1,2,1,3,2,1,3,R,1567,R,602,R,965,R,1496,R,568,R,928,R,283,R,116,R,167,R,283,R,116,R,167,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,1,3,2,1,3,R,1538,R,609,R,929,R,1425,R,568,R,857,R,311,R,135,R,176,R,311,R,135,R,176,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,1,3,2,1,3,R,1216,R,456,R,760,R,1153,R,430,R,723,R,242,R,95,R,147,R,242,R,95,R,147,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
157863,1,5,1,2,2,3,1,1,3,R,1325,R,707,R,618,R,841,R,468,R,373,R,250,R,146,R,104,R,249,R,146,R,103,R,1,R,0,R,1,R,1,R,1,R,233,R,94,A,,A,,A,,A,,R,17,R,23,R,16,R,23,R,16,R,23,1,3,1,2,2,3,1,1,3,R,1337,R,686,R,651,R,925,R,463,R,462,R,213,R,129,R,84,R,212,R,129,R,83,R,1,R,0,R,1,R,26,R,12,R,187,R,88,R,433,R,508,R,453,R,553,A,,A,,R,18,R,23,R,16,R,23,R,17,R,23,A,,A,,1,5,1,2,2,3,1,1,3,R,1344,R,718,R,626,R,907,R,465,R,442,R,264,R,158,R,106,R,264,R,158,R,106,R,0,R,0,R,0,R,0,R,0,R,239,R,91,A,,A,,A,,A,,R,18,R,22,R,16,R,22,R,17,R,21
157951,1,3,1,1,3,3,1,3,3,R,9804,R,3849,R,5955,R,9358,R,3658,R,5700,R,3116,R,1284,R,1832,R,3042,R,1251,R,1791,R,74,R,33,R,41,R,218,R,7,R,2993,R,96,R,500,R,600,R,470,R,580,R,19,R,27,R,17,R,26,R,19,R,28,1,3,1,1,3,3,1,3,3,R,8957,R,3691,R,5266,R,8303,R,3366,R,4937,R,3121,R,1316,R,1805,R,3068,R,1298,R,1770,R,53,R,18,R,35,R,203,R,7,R,2946,R,94,R,430,R,580,R,440,R,570,A,,A,,R,19,R,26,R,18,R,26,R,19,R,27,A,,A,,1,3,1,1,3,3,1,3,3,R,9693,R,3870,R,5823,R,9113,R,3560,R,5553,R,3192,R,1319,R,1873,R,3131,R,1297,R,1834,R,61,R,22,R,39,R,267,R,8,R,3016,R,95,R,430,R,540,R,430,R,550,R,19,R,26,R,19,R,28,R,17,R,25
158477,1,2,1,2,2,3,1,1,3,R,848,R,381,R,467,R,524,R,226,R,298,R,173,R,78,R,95,R,173,R,78,R,95,R,0,R,0,R,0,R,45,R,26,R,150,R,87,R,520,R,600,R,510,R,610,R,22,R,28,R,21,R,30,R,20,R,27,1,2,1,2,1,3,1,1,3,R,747,R,329,R,418,R,501,R,213,R,288,R,157,R,73,R,84,R,157,R,73,R,84,R,0,R,0,R,0,R,56,R,36,R,130,R,83,R,490,R,590,R,490,R,610,A,,A,,R,21,R,28,R,21,R,30,R,21,R,26,A,,A,,1,2,1,2,1,3,1,1,3,R,886,R,374,R,512,R,569,R,246,R,323,R,130,R,52,R,78,R,130,R,52,R,78,R,0,R,0,R,0,R,39,R,30,R,110,R,85,R,470,R,580,R,470,R,590,R,22,R,28,R,22,R,30,R,21,R,26
158802,1,2,3,3,2,3,1,1,3,R,6445,R,1626,R,4759,R,2630,R,618,R,2012,R,338,R,75,R,263,R,337,R,75,R,262,R,1,R,0,R,1,R,3,R,1,R,278,R,82,R,320,R,540,R,470,R,490,R,18,R,21,R,17,R,23,R,16,R,20,1,2,3,3,2,4,1,1,3,R,4615,R,1354,R,3261,R,2197,R,607,R,1590,R,297,R,75,R,222,R,296,R,74,R,222,R,1,R,1,Z,0,R,70,R,24,R,259,R,87,R,390,R,490,R,380,R,500,A,,A,,R,17,R,20,R,16,R,21,R,16,R,20,A,,A,,1,2,3,3,2,3,1,1,3,R,5795,R,1617,R,4178,R,2283,R,567,R,1716,R,362,R,87,R,275,R,358,R,84,R,274,R,4,R,3,R,1,R,89,R,25,R,254,R,70,R,410,R,530,R,410,R,520,R,18,R,21,R,16,R,22,R,16,R,20
159009,1,1,1,1,3,3,5,1,3,R,7232,R,2677,R,4555,R,3093,R,1138,R,1955,R,877,R,372,R,505,R,858,R,360,R,498,R,19,R,12,R,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,1,1,1,3,3,1,1,3,R,3584,R,1416,R,2168,R,1370,R,588,R,782,R,630,R,317,R,313,R,566,R,279,R,287,R,64,R,38,R,26,R,119,R,19,R,476,R,75,R,375,R,465,R,420,R,490,R,360,R,460,R,16,R,20,R,16,R,20,R,16,R,19,R,6,R,7,1,1,1,1,3,3,5,1,3,R,6340,R,2349,R,3991,R,2862,R,1077,R,1785,R,865,R,362,R,503,R,846,R,353,R,493,R,19,R,9,R,10,R,137,R,16,R,561,R,65,R,390,R,480,R,420,R,490,R,16,R,20,R,16,R,21,R,16,R,19
159382,1,2,1,1,3,3,1,2,3,R,2147,R,745,R,1402,R,667,R,246,R,421,R,470,R,186,R,284,R,397,R,163,R,234,R,73,R,23,R,50,R,22,R,5,R,435,R,93,R,440,R,540,R,350,R,580,R,18,R,22,R,18,R,23,R,17,R,22,1,2,1,1,3,3,1,2,3,R,2279,R,851,R,1428,R,1545,R,629,R,916,R,508,R,233,R,275,R,464,R,213,R,251,R,44,R,20,R,24,R,47,R,9,R,430,R,85,R,420,R,500,R,430,R,560,R,360,R,490,R,18,R,22,R,18,R,23,R,17,R,22,A,,A,,1,2,1,1,3,3,1,2,3,R,2101,R,725,R,1376,R,700,R,255,R,445,R,529,R,199,R,330,R,483,R,186,R,297,R,46,R,13,R,33,R,19,R,4,R,432,R,89,R,429,R,540,R,330,R,580,R,18,R,23,R,18,R,24,R,17,R,22
159391,1,5,1,2,5,3,1,1,3,R,17907,R,7690,R,10217,R,13236,R,5689,R,7547,R,4917,R,2214,R,2703,R,4910,R,2211,R,2699,R,7,R,3,R,4,R,374,R,8,R,4505,R,92,R,530,R,640,R,530,R,650,R,23,R,28,R,23,R,31,R,22,R,27,1,3,1,2,3,3,1,1,3,R,17429,R,7572,R,9857,R,13480,R,5865,R,7615,R,5624,R,2496,R,3128,R,5619,R,2494,R,3125,R,5,R,2,R,3,R,445,R,8,R,5159,R,92,R,510,R,620,R,510,R,640,A,,A,,R,23,R,28,R,23,R,30,R,22,R,27,A,,A,,1,3,1,2,3,3,1,1,3,R,18122,R,7866,R,10256,R,13843,R,6040,R,7803,R,5475,R,2413,R,3062,R,5470,R,2411,R,3059,R,5,R,2,R,3,R,405,R,7,R,5046,R,93,R,500,R,620,R,510,R,630,R,23,R,28,R,23,R,30,R,22,R,27
159416,1,3,1,1,3,3,1,1,3,R,594,R,210,R,384,R,498,R,185,R,313,R,286,R,114,R,172,R,280,R,111,R,169,R,6,R,3,R,3,R,27,R,9,R,255,R,89,R,460,R,560,R,470,R,572,R,19,R,24,R,19,R,26,R,17,R,24,1,3,1,1,3,3,1,1,3,R,642,R,239,R,403,R,485,R,185,R,300,R,357,R,137,R,220,R,347,R,133,R,214,R,10,R,4,R,6,R,6,R,2,R,341,R,96,R,460,R,520,R,470,R,500,A,,A,,R,20,R,24,R,18,R,23,R,21,R,25,A,,A,,1,3,1,1,3,3,1,1,3,R,691,R,256,R,435,R,612,R,230,R,382,R,258,R,118,R,140,R,252,R,113,R,139,R,6,R,5,R,1,R,8,R,3,R,237,R,92,R,470,R,553,R,435,R,533,R,20,R,25,R,21,R,26,R,18,R,24
159568,1,2,1,2,3,3,1,1,3,R,780,R,476,R,304,R,561,R,334,R,227,R,311,R,194,R,117,R,299,R,185,R,114,R,12,R,9,R,3,R,6,R,2,R,279,R,90,R,560,R,630,R,490,R,650,R,19,R,24,R,18,R,24,R,17,R,23,1,1,1,2,3,3,1,1,3,R,756,R,415,R,341,R,525,R,290,R,235,R,212,R,135,R,77,R,211,R,135,R,76,R,1,R,0,R,1,R,5,R,2,R,202,R,95,R,480,R,490,R,380,R,470,R,440,R,470,R,18,R,23,R,17,R,23,R,17,R,23,A,,A,,1,2,1,2,3,3,1,1,3,R,755,R,441,R,314,R,545,R,313,R,232,R,248,R,136,R,112,R,248,R,136,R,112,R,0,R,0,R,0,R,8,R,3,R,238,R,96,R,430,R,560,R,440,R,500,R,18,R,23,R,18,R,24,R,17,R,23
159647,2,2,2,2,3,3,1,2,3,R,6952,R,3428,R,3524,R,4508,R,2339,R,2169,R,1917,R,1057,R,860,R,1909,R,1055,R,854,R,8,R,2,R,6,R,48,R,3,R,1855,R,98,R,440,R,540,R,430,R,560,R,22,R,27,R,22,R,29,R,20,R,26,2,2,2,2,3,3,1,2,3,R,6378,R,3635,R,2743,R,4072,R,2321,R,1751,R,1962,R,1111,R,851,R,1933,R,1088,R,845,R,29,R,23,R,6,R,61,R,3,R,1861,R,97,R,480,R,600,R,490,R,630,A,,A,,R,21,R,27,R,21,R,27,R,19,R,26,A,,A,,2,2,2,2,3,3,1,2,3,R,7227,R,4047,R,3180,R,4567,R,2558,R,2009,R,2018,R,1138,R,880,R,2013,R,1135,R,878,R,5,R,3,R,2,R,55,R,3,R,1945,R,97,R,490,R,580,R,490,R,620,R,21,R,27,R,21,R,28,R,20,R,26
159656,1,2,1,2,1,1,1,1,3,R,5112,R,1665,R,3447,R,3533,R,1164,R,2369,R,803,R,278,R,525,R,801,R,276,R,525,R,2,R,2,R,0,R,265,R,30,R,604,R,70,R,560,R,650,R,520,R,620,R,22,R,28,R,23,R,31,R,20,R,26,1,2,1,2,1,1,1,1,3,R,3591,R,1201,R,2390,R,3243,R,1089,R,2154,R,667,R,242,R,425,R,662,R,239,R,423,R,5,R,3,R,2,R,282,R,43,R,474,R,72,R,520,R,620,R,480,R,610,A,,A,,R,22,R,28,R,23,R,31,R,20,R,26,A,,A,,1,2,1,2,1,1,1,1,3,R,5160,R,1671,R,3489,R,3496,R,1136,R,2360,R,615,R,234,R,381,R,612,R,231,R,381,R,3,R,3,R,0,R,249,R,41,R,434,R,71,R,520,R,630,R,500,R,610,R,23,R,29,R,24,R,31,R,21,R,27
159717,1,3,1,1,3,3,1,1,3,R,3300,R,1306,R,1994,R,2054,R,874,R,1180,R,1322,R,538,R,784,R,1318,R,537,R,781,R,4,R,1,R,3,R,146,R,11,R,1220,R,92,R,480,R,560,R,540,R,660,R,20,R,25,R,21,R,26,R,19,R,25,1,3,1,1,3,3,1,1,3,R,3002,R,1257,R,1745,R,2463,R,1028,R,1435,R,1439,R,626,R,813,R,1420,R,620,R,800,R,19,R,6,R,13,R,74,R,5,R,1237,R,86,R,440,R,530,R,470,R,580,A,,A,,R,20,R,24,R,20,R,25,R,18,R,24,A,,A,,1,3,1,1,3,3,1,1,3,R,3160,R,1260,R,1900,R,2013,R,817,R,1196,R,1244,R,508,R,736,R,1237,R,504,R,733,R,7,R,4,R,3,R,128,R,10,R,1138,R,91,R,420,R,510,R,470,R,600,R,20,R,24,R,20,R,25,R,18,R,24
159939,1,3,1,1,3,2,1,1,3,R,3736,R,1584,R,2152,R,2115,R,1017,R,1098,R,960,R,515,R,445,R,948,R,506,R,442,R,12,R,9,R,3,R,61,R,6,R,917,R,96,R,520,R,640,R,510,R,610,R,20,R,25,R,20,R,26,R,19,R,25,1,3,1,1,3,2,1,1,3,R,3932,R,1707,R,2225,R,2267,R,1011,R,1256,R,922,R,473,R,449,R,905,R,463,R,442,R,17,R,10,R,7,R,71,R,8,R,863,R,94,R,460,R,600,R,475,R,630,A,,A,,R,20,R,24,R,20,R,26,R,19,R,24,A,,A,,1,3,1,1,3,2,1,1,3,R,3409,R,1341,R,2068,R,2047,R,847,R,1200,R,876,R,400,R,476,R,850,R,386,R,464,R,26,R,14,R,12,R,55,R,6,R,825,R,94,R,480,R,600,R,470,R,630,R,20,R,24,R,20,R,26,R,18,R,24
159966,1,1,1,1,3,3,1,1,3,R,2571,R,969,R,1602,R,2410,R,886,R,1524,R,1218,R,465,R,753,R,1095,R,430,R,665,R,123,R,35,R,88,R,44,R,4,R,1185,R,97,R,490,R,590,R,490,R,590,R,20,R,24,R,18,R,24,R,20,R,26,1,1,1,1,3,3,1,1,3,R,2399,R,924,R,1475,R,2164,R,809,R,1355,R,1212,R,455,R,757,R,1196,R,445,R,751,R,16,R,10,R,6,R,23,R,2,R,1171,R,97,R,440,R,540,R,470,R,610,R,430,R,510,R,20,R,24,R,20,R,25,R,19,R,24,A,,A,,1,1,1,1,3,3,1,1,3,R,2734,R,1724,R,1010,R,2260,R,1441,R,819,R,1138,R,424,R,714,R,1078,R,401,R,677,R,60,R,23,R,37,R,10,R,1,R,1107,R,97,R,470,R,517,R,475,R,617,R,20,R,24,R,20,R,25,R,18,R,24
159993,1,1,1,1,3,3,1,1,3,R,4035,R,1600,R,2435,R,3045,R,1180,R,1865,R,1342,R,467,R,875,R,1256,R,436,R,820,R,86,R,31,R,55,R,11,R,1,R,1322,R,99,R,430,R,520,R,420,R,550,R,20,R,25,R,21,R,27,R,18,R,25,1,1,1,1,3,3,1,1,3,R,3417,R,1294,R,2123,R,2995,R,1135,R,1860,R,1301,R,453,R,848,R,1231,R,427,R,804,R,70,R,26,R,44,R,132,R,10,R,1203,R,92,R,450,R,558,R,510,R,660,R,440,R,550,R,20,R,25,R,21,R,27,R,19,R,25,A,,A,,1,1,1,1,3,3,1,1,3,R,4563,R,1795,R,2768,R,3474,R,1372,R,2102,R,1366,R,478,R,888,R,1286,R,446,R,840,R,80,R,32,R,48,R,91,R,7,R,1342,R,98,R,460,R,680,R,490,R,680,R,20,R,25,R,20,R,26,R,18,R,24
160038,1,3,1,1,3,3,1,1,3,R,4409,R,1462,R,2947,R,3540,R,1156,R,2384,R,1542,R,514,R,1028,R,1288,R,444,R,844,R,254,R,70,R,184,R,29,R,2,R,1446,R,94,R,450,R,550,R,450,R,560,R,19,R,24,R,20,R,25,R,17,R,23,1,3,1,1,3,3,1,1,3,R,3231,R,1135,R,2096,R,2713,R,936,R,1777,R,1273,R,461,R,812,R,1228,R,448,R,780,R,45,R,13,R,32,R,77,R,6,R,1179,R,93,R,420,R,550,R,450,R,550,A,,A,,R,19,R,24,R,19,R,25,R,17,R,23,A,,A,,1,3,1,1,3,3,1,1,3,R,5180,R,1696,R,3484,R,3201,R,1047,R,2154,R,1462,R,474,R,988,R,1211,R,391,R,820,R,251,R,83,R,168,R,322,R,22,R,1359,R,93,R,430,R,540,R,450,R,560,R,19,R,24,R,19,R,25,R,17,R,23
160065,1,3,1,3,3,3,5,1,3,R,1764,R,320,R,1427,R,814,R,153,R,658,R,81,R,9,R,72,R,67,R,9,R,58,R,14,R,0,R,14,R,0,R,0,R,74,R,91,A,,A,,A,,A,,R,18,R,22,R,18,R,24,R,17,R,22,1,3,1,3,3,3,2,3,3,R,461,R,66,R,395,R,152,R,22,R,130,R,78,R,11,R,67,R,71,R,11,R,60,R,7,R,0,R,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,3,3,3,5,1,3,R,460,R,64,R,396,R,182,R,32,R,150,R,97,R,19,R,78,R,93,R,18,R,75,R,4,R,1,R,3,R,0,R,0,R,89,R,92,A,,A,,A,,A,,R,18,R,22,R,19,R,23,R,17,R,21
160074,1,2,1,2,3,3,1,2,3,R,320,R,28,R,292,R,155,R,15,R,140,R,100,R,11,R,89,R,80,R,10,R,70,R,20,R,1,R,19,R,0,R,0,R,92,R,92,A,,A,,A,,A,,R,20,R,23,R,19,R,24,R,17,R,23,1,2,1,2,3,3,1,2,3,R,313,R,33,R,280,R,165,R,17,R,148,R,94,R,9,R,85,R,70,R,5,R,65,R,24,R,4,R,20,R,0,R,0,R,86,R,91,A,,A,,A,,A,,A,,A,,R,20,R,23,R,19,R,24,R,18,R,24,A,,A,,1,2,1,2,3,3,1,2,3,R,269,R,38,R,231,R,145,R,25,R,120,R,88,R,16,R,72,R,73,R,15,R,58,R,15,R,1,R,14,R,0,R,0,R,81,R,92,A,,A,,A,,A,,R,20,R,23,R,20,R,25,R,18,R,22
160612,1,3,1,1,3,3,1,1,3,R,4451,R,1751,R,2700,R,3932,R,1531,R,2401,R,2737,R,1030,R,1707,R,2093,R,815,R,1278,R,644,R,215,R,429,R,0,Z,0,R,2737,R,100,A,,A,,A,,A,,R,19,R,24,R,20,R,25,R,17,R,23,1,3,1,1,3,3,1,1,3,R,3718,R,1484,R,2234,R,3270,R,1285,R,1985,R,2450,R,978,R,1472,R,2311,R,926,R,1385,R,139,R,52,R,87,R,0,R,0,R,2450,R,100,A,,A,,A,,A,,A,,A,,R,20,R,24,R,20,R,25,R,18,R,23,A,,A,,1,3,1,1,3,3,1,1,3,R,4293,R,1667,R,2626,R,3748,R,1408,R,2329,R,2616,R,998,R,1618,R,2007,R,791,R,1216,R,609,R,207,R,402,Z,0,Z,0,R,2614,R,100,A,,A,,A,,A,,R,19,R,24,R,19,R,24,R,17,R,23
160621,1,1,1,1,3,3,1,1,3,R,5307,R,1745,R,3562,R,2413,R,951,R,1462,R,1237,R,482,R,755,R,1210,R,467,R,743,R,27,R,15,R,12,R,18,R,1,R,1151,R,93,R,350,R,490,R,390,R,490,R,17,R,21,R,16,R,22,R,16,R,20,1,1,1,1,3,3,1,1,3,R,2505,R,1119,R,1386,R,1968,R,873,R,1095,R,1219,R,500,R,719,R,1177,R,475,R,702,R,42,R,25,R,17,R,60,R,5,R,1140,R,94,R,415,R,495,R,420,R,510,R,410,R,500,R,17,R,21,R,17,R,21,R,16,R,21,R,2,R,6,1,1,1,1,3,3,1,1,3,R,3816,R,1259,R,2546,R,3770,R,1258,R,2511,R,1071,R,427,R,644,R,1051,R,413,R,638,R,20,R,14,R,6,R,49,R,5,R,1015,R,95,R,410,R,550,R,435,R,545,R,20,R,27,R,14,R,28,R,16,R,26
160630,1,2,1,1,3,3,1,1,3,R,1650,R,544,R,1106,R,407,R,147,R,260,R,218,R,94,R,124,R,204,R,88,R,116,R,14,R,6,R,8,R,0,R,0,R,218,R,100,A,,A,,A,,A,,R,15,R,18,R,17,R,21,R,16,R,19,1,2,1,1,3,3,1,1,3,R,1795,R,653,R,1142,R,385,R,140,R,245,R,211,R,63,R,148,R,179,R,52,R,127,R,32,R,11,R,21,R,6,R,3,R,205,R,97,R,360,R,390,R,245,R,480,R,260,R,460,R,15,R,18,R,18,R,19,R,15,R,18,A,,A,,1,2,1,1,3,3,1,1,3,R,1907,R,574,R,1329,R,220,R,68,R,152,R,144,R,48,R,96,R,134,R,46,R,88,R,10,R,2,R,8,R,0,R,0,R,144,R,100,A,,A,,A,,A,,R,16,R,19,R,18,R,21,R,16,R,20
160658,1,3,1,1,3,3,1,1,3,R,10436,R,4226,R,6210,R,5309,R,2240,R,3069,R,2982,R,1332,R,1650,R,2975,R,1328,R,1647,R,7,R,4,R,3,R,56,R,2,R,2926,R,98,R,310,R,580,R,510,R,600,R,21,R,26,R,22,R,28,R,20,R,25,1,3,1,1,3,3,1,1,3,R,10897,R,4557,R,6340,R,6023,R,2623,R,3400,R,3179,R,1383,R,1796,R,3150,R,1379,R,1771,R,29,R,4,R,25,R,133,R,4,R,3133,R,96,R,460,R,590,R,470,R,590,A,,A,,R,21,R,25,R,21,R,27,R,20,R,25,A,,A,,1,3,1,1,3,3,1,1,3,R,11633,R,4514,R,6936,R,5945,R,2468,R,3477,R,3024,R,1333,R,1691,R,3015,R,1328,R,1687,R,9,R,5,R,4,R,136,R,4,R,2895,R,96,R,470,R,580,R,470,R,600,R,21,R,26,R,22,R,28,R,20,R,22
